age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,burnout_level,burnout_level_encoded
0.26666666666666683,0.42105263157894735,0.275,0.8,0.7142857142857142,0.15789473684210525,0.1724137931034483,0.7777777777777777,0.2424242424242425,0.325,Medium,1
0.0,0.15789473684210525,0.10499999999999998,0.5720000000000001,0.2857142857142857,0.05263157894736842,0.7241379310344828,1.0,0.2121212121212121,0.765,Low,0
0.3333333333333335,0.894736842105263,0.674,0.08000000000000007,0.2857142857142857,0.7368421052631579,0.6896551724137931,0.0,0.664449371766445,0.295,Medium,1
0.9333333333333333,0.631578947368421,0.584,0.28600000000000003,1.0,0.5263157894736842,0.27586206896551724,0.5555555555555556,0.5809312638580932,0.58,High,2
0.3333333333333335,0.8421052631578947,0.534,0.31999999999999984,0.2857142857142857,0.7894736842105263,0.06896551724137931,0.2222222222222222,0.6452328159645233,0.545,Medium,1
0.1333333333333333,0.5789473684210527,0.43400000000000005,0.8980000000000001,0.0,0.5263157894736842,0.5172413793103449,0.8888888888888888,0.5262379896526239,0.06,Medium,1
0.8,0.2631578947368421,0.32699999999999996,0.3839999999999999,0.2857142857142857,0.3157894736842105,0.1724137931034483,0.7777777777777777,0.3281596452328161,0.085,Medium,1
0.4666666666666668,0.3684210526315789,0.3490000000000001,0.8899999999999999,0.42857142857142855,0.631578947368421,0.6206896551724138,0.5555555555555556,0.3104212860310422,0.5,Medium,1
0.0,0.15789473684210525,0.6010000000000001,0.10999999999999999,0.0,0.3157894736842105,0.7241379310344828,0.2222222222222222,0.5299334811529934,0.645,Medium,1
1.0000000000000002,0.6842105263157894,0.22599999999999998,0.8360000000000001,0.5714285714285714,0.15789473684210525,0.5862068965517241,0.2222222222222222,0.19660014781966,0.15,Low,0
1.0000000000000002,0.894736842105263,0.016000000000000014,0.09199999999999997,0.14285714285714285,0.5789473684210527,0.896551724137931,0.6666666666666666,0.1788617886178862,0.115,Medium,1
0.5333333333333334,0.3684210526315789,0.11299999999999999,0.9260000000000002,0.5714285714285714,1.0,0.6551724137931034,1.0,0.3296378418329638,0.185,High,2
0.19999999999999996,0.6842105263157894,0.33099999999999996,0.19800000000000006,0.2857142857142857,0.9473684210526315,0.1724137931034483,0.6666666666666666,0.3813747228381375,0.695,High,2
0.1333333333333333,0.0,0.7050000000000002,0.30200000000000005,0.8571428571428571,0.9473684210526315,0.48275862068965514,0.1111111111111111,0.5062823355506283,0.985,High,2
0.8666666666666669,0.2631578947368421,0.14500000000000002,0.5700000000000001,0.14285714285714285,0.47368421052631576,0.48275862068965514,0.6666666666666666,0.13747228381374726,0.625,Low,0
0.5333333333333334,0.42105263157894735,0.7859999999999999,0.06799999999999995,0.42857142857142855,0.8421052631578947,0.9655172413793103,1.0,0.6208425720620843,0.1,High,2
1.0000000000000002,0.894736842105263,0.42500000000000004,0.6420000000000001,1.0,0.3684210526315789,0.5172413793103449,0.5555555555555556,0.44050258684405036,0.77,Medium,1
0.06666666666666665,1.0,0.674,0.8300000000000001,0.2857142857142857,0.7368421052631579,0.27586206896551724,0.2222222222222222,0.5188470066518849,0.165,Medium,1
0.8666666666666669,0.7894736842105263,0.43400000000000005,0.9339999999999999,0.42857142857142855,0.5789473684210527,0.9310344827586207,0.2222222222222222,0.5691056910569108,0.97,Low,0
0.1333333333333333,0.10526315789473684,0.476,0.6020000000000001,0.42857142857142855,0.2631578947368421,0.3793103448275862,0.8888888888888888,0.6237989652623801,0.065,Medium,1
0.5333333333333334,0.7368421052631579,0.28,0.76,0.2857142857142857,0.21052631578947367,0.7586206896551724,1.0,0.27420546932742057,0.09,Medium,1
0.6000000000000001,0.9473684210526315,0.763,0.512,0.2857142857142857,0.3157894736842105,0.896551724137931,0.4444444444444444,0.7664449371766446,0.57,Medium,1
0.26666666666666683,0.8421052631578947,0.511,0.29800000000000004,0.5714285714285714,0.2631578947368421,0.10344827586206896,1.0,0.6511456023651145,0.985,Medium,1
0.8,0.7894736842105263,0.727,0.5860000000000001,0.14285714285714285,0.47368421052631576,0.27586206896551724,0.1111111111111111,0.6371027346637104,0.36,Medium,1
0.1333333333333333,0.7368421052631579,0.31300000000000006,0.3320000000000001,0.7142857142857142,0.21052631578947367,0.8275862068965517,0.4444444444444444,0.31855136733185513,0.86,Medium,1
0.9333333333333333,0.21052631578947367,0.34299999999999997,0.16199999999999992,0.8571428571428571,0.894736842105263,0.8620689655172413,0.7777777777777777,0.4478935698447894,0.115,High,2
0.19999999999999996,0.05263157894736842,0.9730000000000002,0.29200000000000004,1.0,0.8421052631578947,0.6551724137931034,0.8888888888888888,0.7176644493717665,0.155,High,2
0.6000000000000001,0.7894736842105263,0.07800000000000001,0.5960000000000001,0.42857142857142855,0.21052631578947367,0.7586206896551724,0.5555555555555556,0.06504065040650403,0.395,Low,0
0.6666666666666667,0.6842105263157894,0.8130000000000001,0.19600000000000006,1.0,0.631578947368421,0.6896551724137931,0.4444444444444444,0.8233555062823357,0.075,High,2
0.06666666666666665,0.8421052631578947,0.5220000000000001,0.31000000000000005,0.42857142857142855,0.05263157894736842,0.6896551724137931,0.4444444444444444,0.6496674057649667,0.635,Low,0
1.0000000000000002,0.05263157894736842,0.6550000000000001,0.6900000000000002,1.0,0.5263157894736842,0.41379310344827586,0.2222222222222222,0.47006651884700673,0.41,High,2
1.0000000000000002,0.6842105263157894,0.16100000000000003,0.8680000000000001,0.5714285714285714,0.3157894736842105,0.034482758620689655,0.1111111111111111,0.3481152993348116,0.115,Low,0
0.0,0.5789473684210527,0.519,0.6140000000000001,0.7142857142857142,0.7894736842105263,0.0,0.3333333333333333,0.54249815225425,0.315,Medium,1
0.19999999999999996,0.21052631578947367,0.9740000000000001,0.9760000000000002,0.8571428571428571,0.8421052631578947,1.0,0.0,0.788617886178862,0.17,High,2
0.19999999999999996,0.5263157894736842,0.695,0.4970000000000001,0.8571428571428571,0.3684210526315789,0.10344827586206896,0.3333333333333333,0.5402808573540281,0.215,Medium,1
0.6666666666666667,0.5263157894736842,0.1519999999999999,0.498,0.5714285714285714,0.894736842105263,0.06896551724137931,0.4444444444444444,0.13895048041389507,0.405,Medium,1
0.40000000000000013,0.631578947368421,0.922,0.506,0.0,1.0,0.06896551724137931,0.6666666666666666,0.8691796008869179,0.75,High,2
0.9333333333333333,0.42105263157894735,0.45600000000000007,0.014000000000000012,0.14285714285714285,0.7894736842105263,0.7931034482758621,0.1111111111111111,0.3968957871396897,0.9,Medium,1
0.40000000000000013,0.21052631578947367,0.123,0.3779999999999999,0.7142857142857142,0.631578947368421,0.3448275862068966,0.4444444444444444,0.27198817442719886,0.925,Medium,1
0.3333333333333335,0.7894736842105263,0.729,0.16199999999999992,1.0,0.21052631578947367,0.3448275862068966,0.6666666666666666,0.8122690317812269,0.54,Medium,1
0.4666666666666668,0.47368421052631576,0.642,0.16199999999999992,0.2857142857142857,0.21052631578947367,0.10344827586206896,0.7777777777777777,0.6067997043606801,0.675,Medium,1
0.0,0.10526315789473684,0.17400000000000004,0.78,0.14285714285714285,0.2631578947368421,0.4482758620689655,1.0,0.20842572062084258,0.53,Low,0
